,survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,fare_percent
630,1,1,male,80.0,0,0,30.0,S,First,man,True,A,Southampton,yes,True,0.11053749398081893
631,0,3,male,51.0,0,0,7.0542,S,Third,man,True,,Southampton,no,True,0.025991786334649762
632,1,1,male,32.0,0,0,30.5,C,First,man,True,B,Cherbourg,yes,True,0.11237978554716592
633,0,1,male,28.0,0,0,0.0,S,First,man,True,,Southampton,no,True,0.0
634,0,3,female,9.0,3,2,27.9,S,Third,child,False,,Southampton,no,False,0.1027998694021616
637,0,2,male,31.0,1,1,26.25,S,Second,man,True,,Southampton,no,False,0.09672030723321656
638,0,3,female,41.0,0,5,39.6875,S,Third,woman,False,,Southampton,no,False,0.14623189307879172
639,0,3,male,28.0,1,0,16.1,S,Third,man,True,,Southampton,no,False,0.059321788436372834
642,0,3,female,2.0,3,2,27.9,S,Third,child,False,,Southampton,no,False,0.1027998694021616
643,1,3,male,28.0,0,0,56.4958,S,Third,man,True,,Southampton,yes,True,0.2081634717480517
645,1,1,male,48.0,1,0,76.7292,C,First,man,True,D,Cherbourg,yes,False,0.28271511610510175
647,1,1,male,56.0,0,0,35.5,C,First,man,True,A,Cherbourg,yes,True,0.13080270121063575
648,0,3,male,28.0,0,0,7.55,S,Third,man,True,,Southampton,no,True,0.027818602651839427
649,1,3,female,23.0,0,0,7.55,S,Third,woman,False,,Southampton,yes,True,0.027818602651839427
651,1,2,female,18.0,0,1,23.0,S,Second,woman,False,,Southampton,yes,False,0.08474541205196119
652,0,3,male,21.0,0,0,8.4333,S,Third,man,True,,Southampton,no,True,0.031073194932948005
653,1,3,female,28.0,0,0,7.8292,Q,Third,woman,False,,Queenstown,yes,True,0.028847338262487587
654,0,3,female,18.0,0,0,6.75,Q,Third,woman,False,,Queenstown,no,True,0.02487093614568426
655,0,2,male,24.0,2,0,73.5,S,Second,man,True,,Southampton,no,False,0.2708168602530064
657,0,3,female,32.0,1,1,15.5,Q,Third,woman,False,,Queenstown,no,False,0.05711103855675645
658,0,2,male,23.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,0.04789958072502154
659,0,1,male,58.0,0,2,113.275,C,First,man,True,D,Cherbourg,no,False,0.4173711543559088
660,1,1,male,50.0,2,0,133.65,S,First,man,True,,Southampton,yes,False,0.49244453568454843
661,0,3,male,40.0,0,0,7.225,C,Third,man,True,,Cherbourg,no,True,0.02662111313371389
662,0,1,male,47.0,0,0,25.5875,S,First,man,True,E,Southampton,no,True,0.09427927090780681
663,0,3,male,36.0,0,0,7.4958,S,Third,man,True,,Southampton,no,True,0.02761889824604742
664,1,3,male,20.0,1,0,7.925,S,Third,man,True,,Southampton,yes,False,0.02920032132659967
665,0,2,male,32.0,2,0,73.5,S,Second,man,True,,Southampton,no,False,0.2708168602530064
667,0,3,male,28.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,0.028647633856695574
668,0,3,male,43.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,0.029660894218186417
669,1,1,female,28.0,1,0,52.0,S,First,woman,False,C,Southampton,yes,False,0.19159832290008616
670,1,2,female,40.0,1,1,39.0,S,Second,woman,False,,Southampton,yes,False,0.14369874217506462
671,0,1,male,31.0,1,0,52.0,S,First,man,True,B,Southampton,no,False,0.19159832290008616
672,0,2,male,70.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,0.038688122893286624
673,1,2,male,31.0,0,0,13.0,S,Second,man,True,,Southampton,yes,True,0.04789958072502154
675,0,3,male,18.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,0.028647633856695574
676,0,3,male,24.5,0,0,8.05,S,Third,man,True,,Southampton,no,True,0.029660894218186417
677,1,3,female,18.0,0,0,9.8417,S,Third,woman,False,,Southampton,yes,True,0.03626256181703419
678,0,3,female,43.0,1,6,46.9,S,Third,woman,False,,Southampton,no,False,0.17280694892334694
679,1,1,male,36.0,0,1,512.3292,C,First,man,True,B,Cherbourg,yes,False,1.8877195287065927
680,0,3,female,28.0,0,0,8.1375,Q,Third,woman,False,,Queenstown,no,True,0.02998329524229713
681,1,1,male,27.0,0,0,76.7292,C,First,man,True,D,Cherbourg,yes,True,0.28271511610510175
682,0,3,male,20.0,0,0,9.225,S,Third,man,True,,Southampton,no,True,0.03399027939910182
683,0,3,male,14.0,5,2,46.9,S,Third,child,False,,Southampton,no,False,0.17280694892334694
684,0,2,male,60.0,1,1,39.0,S,Second,man,True,,Southampton,no,False,0.14369874217506462
685,0,2,male,25.0,1,2,41.5792,C,Second,man,True,,Cherbourg,no,False,0.1532020189909089
686,0,3,male,14.0,4,1,39.6875,S,Third,child,False,,Southampton,no,False,0.14623189307879172
687,0,3,male,19.0,0,0,10.1708,S,Third,man,True,,Southampton,no,True,0.03747515812600378
688,0,3,male,18.0,0,0,7.7958,S,Third,man,True,,Southampton,no,True,0.028724273185855607
689,1,1,female,15.0,0,1,211.3375,S,First,child,False,B,Southampton,yes,False,0.7786905878057108
690,1,1,male,31.0,1,0,57.0,S,First,man,True,B,Southampton,yes,False,0.21002123856355598
691,1,3,female,4.0,0,1,13.4167,C,Third,child,False,,Cherbourg,yes,False,0.04943494651641512
693,0,3,male,25.0,0,0,7.225,C,Third,man,True,,Cherbourg,no,True,0.02662111313371389
694,0,1,male,60.0,0,0,26.55,S,First,man,True,,Southampton,no,True,0.09782568217302477
695,0,2,male,52.0,0,0,13.5,S,Second,man,True,,Southampton,no,True,0.04974187229136852
697,1,3,female,28.0,0,0,7.7333,Q,Third,woman,False,,Queenstown,yes,True,0.028493986740062236
698,0,1,male,49.0,1,1,110.8833,C,First,man,True,C,Cherbourg,no,False,0.40855873687744465
699,0,3,male,42.0,0,0,7.65,S,Third,man,True,F,Southampton,no,True,0.028187060965108826
700,1,1,female,18.0,1,0,227.525,C,First,woman,False,C,Cherbourg,yes,False,0.8383347772661942
701,1,1,male,35.0,0,0,26.2875,S,First,man,True,E,Southampton,yes,True,0.09685847910069259
702,0,3,female,18.0,0,1,14.4542,C,Third,woman,False,,Cherbourg,no,False,0.0532577015165851
703,0,3,male,25.0,0,0,7.7417,Q,Third,man,True,,Queenstown,no,True,0.028524937238376864
704,0,3,male,26.0,1,0,7.8542,S,Third,man,True,,Southampton,no,False,0.028939452840804937
705,0,2,male,39.0,0,0,26.0,S,Second,man,True,,Southampton,no,True,0.09579916145004308
706,1,2,female,45.0,0,0,13.5,S,Second,woman,False,,Southampton,yes,True,0.04974187229136852
707,1,1,male,42.0,0,0,26.2875,S,First,man,True,E,Southampton,yes,True,0.09685847910069259
708,1,1,female,22.0,0,0,151.55,S,First,woman,False,,Southampton,yes,True,0.5583985737597704
710,1,1,female,24.0,0,0,49.5042,C,First,woman,False,C,Cherbourg,yes,True,0.18240234031750854
711,0,1,male,28.0,0,0,26.55,S,First,man,True,C,Southampton,no,True,0.09782568217302477
712,1,1,male,48.0,1,0,52.0,S,First,man,True,C,Southampton,yes,False,0.19159832290008616
713,0,3,male,29.0,0,0,9.4833,S,Third,man,True,,Southampton,no,True,0.03494200722227667
714,0,2,male,52.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,0.04789958072502154
715,0,3,male,19.0,0,0,7.65,S,Third,man,True,F,Southampton,no,True,0.028187060965108826
716,1,1,female,38.0,0,0,227.525,C,First,woman,False,C,Cherbourg,yes,True,0.8383347772661942
717,1,2,female,27.0,0,0,10.5,S,Second,woman,False,E,Southampton,yes,True,0.038688122893286624
718,0,3,male,28.0,0,0,15.5,Q,Third,man,True,,Queenstown,no,True,0.05711103855675645
719,0,3,male,33.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,0.028647633856695574
720,1,2,female,6.0,0,1,33.0,S,Second,child,False,,Southampton,yes,False,0.12159124337890084
721,0,3,male,17.0,1,0,7.0542,S,Third,man,True,,Southampton,no,False,0.025991786334649762
722,0,2,male,34.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,0.04789958072502154
723,0,2,male,50.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,0.04789958072502154
724,1,1,male,27.0,1,0,53.1,S,First,man,True,E,Southampton,yes,False,0.19565136434604954
725,0,3,male,20.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True,0.03191770138696147
726,1,2,female,30.0,3,0,21.0,S,Second,woman,False,,Southampton,yes,False,0.07737624578657325
727,1,3,female,28.0,0,0,7.7375,Q,Third,woman,False,,Queenstown,yes,True,0.028509461989219546
728,0,2,male,25.0,1,0,26.0,S,Second,man,True,,Southampton,no,False,0.09579916145004308
729,0,3,female,25.0,1,0,7.925,S,Third,woman,False,,Southampton,no,False,0.02920032132659967
730,1,1,female,29.0,0,0,211.3375,S,First,woman,False,B,Southampton,yes,True,0.7786905878057108
731,0,3,male,11.0,0,0,18.7875,C,Third,child,False,,Cherbourg,no,True,0.06922410560548786
735,0,3,male,28.5,0,0,16.1,S,Third,man,True,,Southampton,no,True,0.059321788436372834
736,0,3,female,48.0,1,3,34.375,S,Third,woman,False,,Southampton,no,False,0.12665754518635503
737,1,1,male,35.0,0,0,512.3292,C,First,man,True,B,Cherbourg,yes,True,1.8877195287065927
740,1,1,male,28.0,0,0,30.0,S,First,man,True,D,Southampton,yes,True,0.11053749398081893
741,0,1,male,36.0,1,0,78.85,S,First,man,True,C,Southampton,no,False,0.2905293800129191
742,1,1,female,21.0,2,2,262.375,C,First,woman,False,B,Cherbourg,yes,False,0.966742499440579
743,0,3,male,24.0,1,0,16.1,S,Third,man,True,,Southampton,no,False,0.059321788436372834
744,1,3,male,31.0,0,0,7.925,S,Third,man,True,,Southampton,yes,True,0.02920032132659967
745,0,1,male,70.0,1,1,71.0,S,First,man,True,B,Southampton,no,False,0.2616054024212715
746,0,3,male,16.0,1,1,20.25,S,Third,man,True,,Southampton,no,False,0.07461280843705279
747,1,2,female,30.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True,0.04789958072502154
748,0,1,male,19.0,1,0,53.1,S,First,man,True,D,Southampton,no,False,0.19565136434604954
749,0,3,male,31.0,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,0.028555519278378225
750,1,2,female,4.0,1,1,23.0,S,Second,child,False,,Southampton,yes,False,0.08474541205196119
751,1,3,male,6.0,0,1,12.475,S,Third,child,False,E,Southampton,yes,False,0.045965174580357204
752,0,3,male,33.0,0,0,9.5,S,Third,man,True,,Southampton,no,True,0.035003539760592665
753,0,3,male,23.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,0.029092731499125005
754,1,2,female,48.0,1,2,65.0,S,Second,woman,False,,Southampton,yes,False,0.2394979036251077
755,1,2,male,0.67,1,1,14.5,S,Second,child,False,,Southampton,yes,False,0.053426455424062484
756,0,3,male,28.0,0,0,7.7958,S,Third,man,True,,Southampton,no,True,0.028724273185855607
759,1,1,female,33.0,0,0,86.5,S,First,woman,False,B,Southampton,yes,True,0.3187164409780279
761,0,3,male,41.0,0,0,7.125,S,Third,man,True,,Southampton,no,True,0.026252654820444497
762,1,3,male,20.0,0,0,7.2292,C,Third,man,True,,Cherbourg,yes,True,0.026636588382871206
763,1,1,female,36.0,1,2,120.0,S,First,woman,False,B,Southampton,yes,False,0.4421499759232757
764,0,3,male,16.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,0.028647633856695574
765,1,1,female,51.0,1,0,77.9583,S,First,woman,False,D,Southampton,yes,False,0.28724383723349584
766,0,1,male,28.0,0,0,39.6,C,First,man,True,,Cherbourg,no,True,0.145909492054681
767,0,3,female,30.5,0,0,7.75,Q,Third,woman,False,,Queenstown,no,True,0.028555519278378225
768,0,3,male,28.0,1,0,24.15,Q,Third,man,True,,Queenstown,no,False,0.08898268265455925
769,0,3,male,32.0,0,0,8.3625,S,Third,man,True,,Southampton,no,True,0.030812326447153284
770,0,3,male,24.0,0,0,9.5,S,Third,man,True,,Southampton,no,True,0.035003539760592665
771,0,3,male,48.0,0,0,7.8542,S,Third,man,True,,Southampton,no,True,0.028939452840804937
772,0,2,female,57.0,0,0,10.5,S,Second,woman,False,E,Southampton,no,True,0.038688122893286624
774,1,2,female,54.0,1,3,23.0,S,Second,woman,False,,Southampton,yes,False,0.08474541205196119
775,0,3,male,18.0,0,0,7.75,S,Third,man,True,,Southampton,no,True,0.028555519278378225
776,0,3,male,28.0,0,0,7.75,Q,Third,man,True,F,Queenstown,no,True,0.028555519278378225
777,1,3,female,5.0,0,0,12.475,S,Third,child,False,,Southampton,yes,True,0.045965174580357204
778,0,3,male,28.0,0,0,7.7375,Q,Third,man,True,,Queenstown,no,True,0.028509461989219546
779,1,1,female,43.0,0,1,211.3375,S,First,woman,False,B,Southampton,yes,False,0.7786905878057108
780,1,3,female,13.0,0,0,7.2292,C,Third,child,False,,Cherbourg,yes,True,0.026636588382871206
781,1,1,female,17.0,1,0,57.0,S,First,woman,False,B,Southampton,yes,False,0.21002123856355598
782,0,1,male,29.0,0,0,30.0,S,First,man,True,D,Southampton,no,True,0.11053749398081893
783,0,3,male,28.0,1,2,23.45,S,Third,man,True,,Southampton,no,False,0.08640347446167347
784,0,3,male,25.0,0,0,7.05,S,Third,man,True,,Southampton,no,True,0.025976311085492452
785,0,3,male,25.0,0,0,7.25,S,Third,man,True,,Southampton,no,True,0.026713227712031242
786,1,3,female,18.0,0,0,7.4958,S,Third,woman,False,,Southampton,yes,True,0.02761889824604742
787,0,3,male,8.0,4,1,29.125,Q,Third,child,False,,Queenstown,no,False,0.10731348373971172
788,1,3,male,1.0,1,2,20.575,S,Third,child,False,,Southampton,yes,False,0.07581029795517832
789,0,1,male,46.0,0,0,79.2,C,First,man,True,B,Cherbourg,no,True,0.291818984109362
791,0,2,male,16.0,0,0,26.0,S,Second,man,True,,Southampton,no,True,0.09579916145004308
793,0,1,male,28.0,0,0,30.6958,C,First,man,True,,Cherbourg,no,True,0.11310122692454738
794,0,3,male,25.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,0.029092731499125005
795,0,2,male,39.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,0.04789958072502154
796,1,1,female,49.0,0,0,25.9292,S,First,woman,False,D,Southampton,yes,True,0.09553829296424834
797,1,3,female,31.0,0,0,8.6833,S,Third,woman,False,,Southampton,yes,True,0.0319943407161215
798,0,3,male,30.0,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True,0.026636588382871206
799,0,3,female,30.0,1,1,24.15,S,Third,woman,False,,Southampton,no,False,0.08898268265455925
801,1,2,female,31.0,1,1,26.25,S,Second,woman,False,,Southampton,yes,False,0.09672030723321656
802,1,1,male,11.0,1,2,120.0,S,First,child,False,B,Southampton,yes,False,0.4421499759232757
803,1,3,male,0.42,0,1,8.5167,C,Third,child,False,,Cherbourg,yes,False,0.03138048916621469
804,1,3,male,27.0,0,0,6.975,S,Third,man,True,,Southampton,yes,True,0.0256999673505404
805,0,3,male,31.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,0.028647633856695574
806,0,1,male,39.0,0,0,0.0,S,First,man,True,A,Southampton,no,True,0.0
807,0,3,female,18.0,0,0,7.775,S,Third,woman,False,,Southampton,no,True,0.028647633856695574
809,1,1,female,33.0,1,0,53.1,S,First,woman,False,E,Southampton,yes,False,0.19565136434604954
810,0,3,male,26.0,0,0,7.8875,S,Third,man,True,,Southampton,no,True,0.029062149459123648
811,0,3,male,39.0,0,0,24.15,S,Third,man,True,,Southampton,no,True,0.08898268265455925
812,0,2,male,35.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,0.038688122893286624
813,0,3,female,6.0,4,2,31.275,S,Third,child,False,,Southampton,no,False,0.11523533747500372
814,0,3,male,30.5,0,0,8.05,S,Third,man,True,,Southampton,no,True,0.029660894218186417
815,0,1,male,28.0,0,0,0.0,S,First,man,True,B,Southampton,no,True,0.0
816,0,3,female,23.0,0,0,7.925,S,Third,woman,False,,Southampton,no,True,0.02920032132659967
817,0,2,male,31.0,1,1,37.0042,C,Second,man,True,,Cherbourg,no,False,0.136345051158834
818,0,3,male,43.0,0,0,6.45,S,Third,man,True,,Southampton,no,True,0.02376556120587607
819,0,3,male,10.0,3,2,27.9,S,Third,child,False,,Southampton,no,False,0.1027998694021616
820,1,1,female,52.0,1,1,93.5,S,First,woman,False,B,Southampton,yes,False,0.34450852290688566
821,1,3,male,27.0,0,0,8.6625,S,Third,man,True,,Southampton,yes,True,0.03191770138696147
822,0,1,male,38.0,0,0,0.0,S,First,man,True,,Southampton,no,True,0.0
823,1,3,female,27.0,0,1,12.475,S,Third,woman,False,E,Southampton,yes,False,0.045965174580357204
824,0,3,male,2.0,4,1,39.6875,S,Third,child,False,,Southampton,no,False,0.14623189307879172
825,0,3,male,28.0,0,0,6.95,Q,Third,man,True,,Queenstown,no,True,0.025607852772223053
827,1,2,male,1.0,0,2,37.0042,C,Second,child,False,,Cherbourg,yes,False,0.136345051158834
828,1,3,male,28.0,0,0,7.75,Q,Third,man,True,,Queenstown,yes,True,0.028555519278378225
829,1,1,female,62.0,0,0,80.0,Unknown,First,woman,False,B,,yes,True,0.29476665061551716
830,1,3,female,15.0,1,0,14.4542,C,Third,child,False,,Cherbourg,yes,False,0.0532577015165851
831,1,2,male,0.83,1,1,18.75,S,Second,child,False,,Southampton,yes,False,0.06908593373801183
833,0,3,male,23.0,0,0,7.8542,S,Third,man,True,,Southampton,no,True,0.028939452840804937
834,0,3,male,18.0,0,0,8.3,S,Third,man,True,,Southampton,no,True,0.030582040001359907
835,1,1,female,39.0,1,1,83.1583,C,First,woman,False,E,Cherbourg,yes,False,0.3064036695235045
836,0,3,male,21.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True,0.03191770138696147
839,1,1,male,28.0,0,0,29.7,C,First,man,True,C,Cherbourg,yes,True,0.10943211904101074
840,0,3,male,20.0,0,0,7.925,S,Third,man,True,,Southampton,no,True,0.02920032132659967
841,0,2,male,16.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,0.038688122893286624
842,1,1,female,30.0,0,0,31.0,C,First,woman,False,,Cherbourg,yes,True,0.1142220771135129
843,0,3,male,34.5,0,0,6.4375,C,Third,man,True,,Cherbourg,no,True,0.023719503916717396
845,0,3,male,42.0,0,0,7.55,S,Third,man,True,,Southampton,no,True,0.027818602651839427
847,0,3,male,35.0,0,0,7.8958,C,Third,man,True,,Cherbourg,no,True,0.029092731499125005
848,0,2,male,28.0,0,1,33.0,S,Second,man,True,,Southampton,no,False,0.12159124337890084
849,1,1,female,28.0,1,0,89.1042,C,First,woman,False,C,Cherbourg,yes,False,0.3283118323721896
850,0,3,male,4.0,4,2,31.275,S,Third,child,False,,Southampton,no,False,0.11523533747500372
851,0,3,male,74.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,0.028647633856695574
852,0,3,female,9.0,1,1,15.2458,C,Third,child,False,,Cherbourg,no,False,0.05617441752442564
853,1,1,female,16.0,0,1,39.4,S,First,woman,False,D,Southampton,yes,False,0.1451725754281422
854,0,2,female,44.0,1,0,26.0,S,Second,woman,False,,Southampton,no,False,0.09579916145004308
855,1,3,female,18.0,0,1,9.35,S,Third,woman,False,,Southampton,yes,False,0.03445085229068856
856,1,1,female,45.0,1,1,164.8667,S,First,woman,False,,Southampton,yes,False,0.607465061962916
857,1,1,male,51.0,0,0,26.55,S,First,man,True,E,Southampton,yes,True,0.09782568217302477
858,1,3,female,24.0,0,3,19.2583,C,Third,woman,False,,Cherbourg,yes,False,0.07095880734436018
860,0,3,male,41.0,2,0,14.1083,S,Third,man,True,,Southampton,no,False,0.05198320421098626
861,0,2,male,21.0,1,0,11.5,S,Second,man,True,,Southampton,no,False,0.042372706025980596
862,1,1,female,48.0,0,0,25.9292,S,First,woman,False,D,Southampton,yes,True,0.09553829296424834
864,0,2,male,24.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,0.04789958072502154
865,1,2,female,42.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True,0.04789958072502154
866,1,2,female,27.0,1,0,13.8583,C,Second,woman,False,,Cherbourg,yes,False,0.051062058427812765
867,0,1,male,31.0,0,0,50.4958,S,First,man,True,A,Southampton,no,True,0.18605597295188792
869,1,3,male,4.0,1,1,11.1333,S,Third,child,False,,Southampton,yes,False,0.041021569391221716
871,1,1,female,47.0,1,1,52.5542,S,First,woman,False,D,Southampton,yes,False,0.19364031887222516
872,0,1,male,33.0,0,0,5.0,S,First,man,True,B,Southampton,no,True,0.018422915663469822
873,0,3,male,47.0,0,0,9.0,S,Third,man,True,,Southampton,no,True,0.03316124819424568
874,1,2,female,28.0,1,0,24.0,C,Second,woman,False,,Cherbourg,yes,False,0.08842999518465515
875,1,3,female,15.0,0,0,7.225,C,Third,child,False,,Cherbourg,yes,True,0.02662111313371389
876,0,3,male,20.0,0,0,9.8458,S,Third,man,True,,Southampton,no,True,0.03627766860787824
879,1,1,female,56.0,0,1,83.1583,C,First,woman,False,C,Cherbourg,yes,False,0.3064036695235045
880,1,2,female,25.0,0,1,26.0,S,Second,woman,False,,Southampton,yes,False,0.09579916145004308
881,0,3,male,33.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,0.029092731499125005
882,0,3,female,22.0,0,0,10.5167,S,Third,woman,False,,Southampton,no,True,0.038749655431602616
883,0,2,male,28.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,0.038688122893286624
885,0,3,female,39.0,0,5,29.125,Q,Third,woman,False,,Queenstown,no,False,0.10731348373971172
887,1,1,female,19.0,0,0,30.0,S,First,woman,False,B,Southampton,yes,True,0.11053749398081893
888,0,3,female,28.0,1,2,23.45,S,Third,woman,False,,Southampton,no,False,0.08640347446167347
889,1,1,male,26.0,0,0,30.0,C,First,man,True,C,Cherbourg,yes,True,0.11053749398081893
890,0,3,male,32.0,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,0.028555519278378225
